LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH,NUM_DELAYED_MONTHS,MAX_PAYMENT_DELAY,HAS_PAYMENT_DELAY,RECENT_DELAY,AVG_BILL_AMT,MAX_BILL_AMT,AVG_PAY_AMT,TOTAL_PAY_AMT,ZERO_PAYMENT_MONTHS,CREDIT_UTILIZATION,AVG_CREDIT_UTILIZATION,PAYMENT_TO_BILL_RATIO,BILL_CHANGE
60000,2,2,2,23,0,0,0,0,0,0,57097,58134,58647,59619,57068,57668,2659,2190,2078,2002,2062,2072,1,0,0,0,0,58038.833333333336,59619,2177.1666666666665,13063,0,0.9516166666666667,0.9673138888888889,0.03751224036779972,-571
80000,2,2,1,24,0,0,0,0,0,0,74377,76137,78366,78400,80000,80000,3000,3455,1960,2000,0,0,0,0,0,0,0,77880.0,80000,1735.8333333333333,10415,2,0.9297125,0.9735,0.022288563602122922,-5623
230000,2,2,2,24,0,0,0,0,0,0,78737,63494,55284,42693,42541,34197,2300,2000,1535,1183,1500,2000,0,0,0,0,0,52824.333333333336,78737,1753.0,10518,0,0.34233478260869565,0.22967101449275362,0.03318546376985354,44540
80000,2,1,2,25,0,0,0,0,0,0,72120,71702,71532,71222,47538,48879,2600,2700,2200,2000,3443,2000,0,0,0,0,0,63832.166666666664,72120,2490.5,14943,0,0.9015,0.7979020833333333,0.0390163788894314,23241
70000,2,1,2,24,0,0,0,0,0,0,70888,63903,65248,62958,64209,59482,2900,3000,2190,2201,2181,2413,0,0,0,0,0,64448.0,70888,2480.8333333333335,14885,0,1.0126857142857142,0.9206857142857143,0.03849356587222774,11406
220000,2,2,1,25,0,0,0,0,0,0,142714,270596,52682,23243,18101,27036,7200,3200,1200,1000,25000,2000,0,0,0,0,0,89062.0,270596,6600.0,39600,0,0.6487,0.4048272727272727,0.07410567918977791,115678
50000,2,2,2,25,0,0,0,0,0,0,44894,43924,36549,32665,20246,19968,5003,5016,4000,2000,2000,2000,0,0,0,0,0,33041.0,44894,3336.5,20019,0,0.89788,0.66082,0.10098059986077904,24926
210000,2,2,2,24,0,0,0,0,0,0,45685,29287,19689,20629,21193,21484,1609,1362,1302,866,742,1000,0,0,0,0,0,26327.833333333332,45685,1146.8333333333333,6881,0,0.21754761904761905,0.1253706349206349,0.04355973082985687,24201
60000,2,2,2,24,3,2,2,2,2,-1,150,150,150,150,150,150,0,0,0,0,150,44399,1,5,3,1,1,150.0,150,7424.833333333333,44549,4,0.0025,0.0025,49.498888888888885,0
30000,2,2,1,25,1,2,0,0,0,0,29304,28534,29906,30524,28915,29524,0,1831,1449,1100,1051,1281,1,2,2,1,1,29451.166666666668,30524,1118.6666666666667,6712,1,0.9768,0.9817055555555556,0.03798378106130487,-220
50000,2,2,2,24,0,0,0,0,2,0,43627,39981,40205,43024,39908,40731,3000,2001,3520,0,2000,2000,0,1,2,1,0,41246.0,43627,2086.8333333333335,12521,1,0.87254,0.82492,0.05059480515282291,2896
50000,2,2,1,24,0,0,2,0,0,0,23996,27087,26372,26992,27693,29237,3500,0,1400,1100,2100,0,0,1,2,1,0,26896.166666666668,29237,1350.0,8100,2,0.47992,0.5379233333333333,0.050193026267683745,-5241
80000,2,1,2,26,0,0,0,0,0,0,37329,38151,39229,40291,40902,42122,3700,2000,2000,3500,2000,4000,0,0,0,0,0,39670.666666666664,42122,2866.6666666666665,17200,0,0.4666125,0.4958833333333333,0.07226162067690653,-4793
60000,2,3,1,25,0,0,0,0,0,0,60340,58556,57251,57826,22544,26675,2200,2600,2300,3000,5000,2000,1,0,0,0,0,47198.666666666664,60340,2850.0,17100,0,1.0056666666666667,0.7866444444444444,0.06038306166840871,33665
20000,2,2,2,25,0,0,0,0,0,0,15389,16397,17195,17499,16236,10400,1270,1341,1160,556,600,0,1,0,0,0,0,15519.333333333334,17499,821.1666666666666,4927,1,0.76945,0.7759666666666667,0.05291249624124747,4989
50000,2,3,1,26,0,0,0,0,0,-2,47095,48085,49039,49662,0,0,2073,2027,1650,0,0,0,0,0,0,0,0,32313.5,49662,958.3333333333334,5750,3,0.9419,0.64627,0.029657367147889687,47095
260000,2,1,2,27,0,0,0,0,0,0,23820,23873,14856,17022,20032,11144,10000,3000,4000,5000,3000,6000,0,0,0,0,0,18457.833333333332,23873,5166.666666666667,31000,0,0.09161538461538461,0.07099166666666666,0.27991728895590856,12676
170000,2,2,2,27,-1,-1,-1,0,0,0,414,-1020,25607,23922,24399,24919,0,27107,1500,863,903,3000,1,0,0,0,0,16373.5,25607,5562.166666666667,33373,1,0.002435294117647059,0.09631470588235294,0.3397054183080384,-24505
20000,2,2,2,27,0,0,0,0,0,0,15248,16255,17282,18293,18661,20157,1265,1292,1303,671,1800,0,0,0,0,0,0,17649.333333333332,20157,1055.1666666666667,6331,1,0.7624,0.8824666666666666,0.05978507214625671,-4909
20000,2,2,1,26,1,2,0,0,0,-2,20224,19210,19327,20000,0,0,0,1500,1000,0,0,0,0,2,2,1,1,13126.833333333334,20224,416.6666666666667,2500,4,1.0112,0.6563416666666667,0.03174159799900966,20224
130000,2,2,1,26,0,0,0,0,-2,-2,2783,131860,130000,0,0,0,130000,3000,0,0,0,0,0,0,0,0,0,44107.166666666664,131860,22166.666666666668,133000,4,0.021407692307692308,0.33928589743589743,0.502563831274585,2783
70000,2,2,1,25,0,0,0,0,0,0,70940,70639,71230,68655,41679,29887,2533,3098,2811,1281,1069,1103,0,0,0,0,0,58838.333333333336,71230,1982.5,11895,0,1.0134285714285713,0.8405476190476191,0.03369402033821488,41053
120000,2,1,2,26,-1,-1,-1,-1,-1,-1,594,1052,736,420,2189,1482,1052,736,420,2189,500,0,0,0,0,0,0,1078.8333333333333,2189,816.1666666666666,4897,1,0.00495,0.008990277777777778,0.7565271126216592,-888
210000,2,1,2,26,0,-1,-1,-1,-1,-1,10401,18480,330,330,330,330,18480,330,330,330,330,480,0,0,0,0,0,5033.5,18480,3380.0,20280,0,0.04952857142857143,0.02396904761904762,0.6715009436773617,10071
50000,2,2,1,27,0,0,0,0,0,0,40491,41522,42725,40802,42422,47912,2003,2206,3000,3000,8000,0,0,0,0,0,0,42645.666666666664,47912,3034.8333333333335,18209,1,0.80982,0.8529133333333333,0.07116393224790327,-7421
30000,2,1,2,27,0,0,0,0,0,0,26951,27726,28561,18030,11467,12681,2000,1682,1500,1000,1408,800,0,0,0,0,0,20902.666666666668,28561,1398.3333333333333,8390,0,0.8983666666666666,0.6967555555555556,0.06689736556739172,14270
150000,2,2,2,27,0,0,0,0,0,0,140947,121059,95250,55070,44425,7582,5000,3709,1101,2000,152,70181,0,0,0,0,0,77388.83333333333,140947,13690.5,82143,0,0.9396466666666666,0.5159255555555555,0.17690536748411162,133365
300000,2,3,2,27,0,0,0,0,0,0,105786,113850,116918,119929,122914,125910,9000,4000,4000,4000,4000,4000,0,0,0,0,0,117551.16666666667,125910,4833.333333333333,29000,0,0.35262,0.3918372222222222,0.04111684699003412,-20124
150000,2,2,2,27,1,-2,-2,-2,-1,-1,0,0,0,0,699,1170,0,0,0,699,1170,1173,0,1,1,1,1,311.5,1170,507.0,3042,3,0.0,0.0020766666666666668,1.6276083467094704,-1170
30000,2,2,1,27,2,2,2,2,4,3,25557,26648,27536,28203,29048,29903,1800,1600,1400,1600,1600,1600,1,6,4,1,1,27815.833333333332,29903,1600.0,9600,0,0.8519,0.9271944444444444,0.057521195961532705,-4346
50000,2,2,2,27,0,0,0,0,0,0,48492,48356,32904,28864,29708,29921,1600,1715,2000,3010,2000,1100,0,0,0,0,0,36374.166666666664,48492,1904.1666666666667,11425,0,0.96984,0.7274833333333333,0.05234942381268758,18571
80000,2,1,2,26,0,0,0,0,0,0,78025,80224,81619,80030,79434,81348,3500,3300,3100,2900,3200,3100,0,0,0,0,0,80113.33333333333,81619,3183.3333333333335,19100,0,0.9753125,1.0014166666666666,0.03973537488557877,-3323
80000,2,2,1,26,0,0,-2,-2,-2,-2,13465,20577,10424,4898,847,1342,20587,10759,4995,847,1344,4774,0,0,0,0,0,8592.166666666666,20577,7217.666666666667,43306,0,0.1683125,0.10740208333333333,0.8400287083195935,12123
60000,2,2,2,26,1,-2,-2,-1,-1,0,-25,-25,-25,1901,38746,39178,0,0,2306,40367,1416,1419,0,1,1,1,1,13291.666666666666,39178,7584.666666666667,45508,2,-0.0004166666666666667,0.22152777777777777,0.5706332288401255,-39203
200000,2,1,1,27,-2,-2,-2,-2,-2,-2,-3,-3,-3,360,0,0,0,0,363,0,0,0,0,0,0,0,0,58.5,360,60.5,363,5,-1.5e-05,0.0002925,1.0341880341880343,-3
280000,2,2,2,31,0,0,0,0,0,0,147646,150703,156784,156230,159123,163152,7001,10000,6000,5200,6000,5400,0,0,0,0,0,155606.33333333334,163152,6600.166666666667,39601,0,0.5273071428571429,0.5557369047619048,0.04241579712908001,-15506
50000,2,2,2,24,0,0,0,2,0,0,47608,48933,51415,48977,10082,9936,2118,3600,7,345,1000,400,0,1,2,1,0,36158.5,51415,1245.0,7470,0,0.95216,0.72317,0.034431738042230736,37672
80000,2,2,2,24,2,2,2,2,2,2,22453,23787,23124,26700,27064,27685,2000,0,4300,1100,1200,0,1,6,2,1,1,25135.5,27685,1433.3333333333333,8600,2,0.2806625,0.31419375,0.05702426183419201,-5232
50000,2,2,2,23,0,0,0,0,-2,-2,33243,16290,12594,0,0,0,2000,2010,0,0,0,0,0,0,0,0,0,10354.5,33243,668.3333333333334,4010,4,0.66486,0.20709,0.06454520578814364,33243
20000,2,1,2,24,0,0,0,0,0,0,18916,18556,19162,19293,19298,19198,1600,1805,1400,405,400,0,0,0,0,0,0,19070.5,19298,935.0,5610,1,0.9458,0.953525,0.04902860438897774,-282
80000,2,1,2,24,0,0,2,0,0,0,39813,46375,43576,28468,25971,23686,9425,1,2012,1091,1006,2516,1,1,2,1,0,34648.166666666664,46375,2675.1666666666665,16051,0,0.4976625,0.4331020833333333,0.07720947236265507,16127
20000,2,3,1,27,3,2,0,0,0,0,16004,15450,16892,17396,14017,0,0,1696,1200,22,0,0,1,2,3,1,1,13293.166666666666,17396,486.3333333333333,2918,3,0.8002,0.6646583333333334,0.036585212954024,16004
110000,2,2,2,28,0,0,0,0,0,0,106202,105080,107420,107325,108545,105341,5300,5540,5361,4500,4000,4500,0,0,0,0,0,106652.16666666667,108545,4866.833333333333,29201,0,0.9654727272727273,0.9695651515151515,0.0456327657040879,861
50000,2,1,2,28,0,0,-2,-2,-2,-2,31392,-288,-144,-144,-144,6,0,0,0,144,150,0,0,0,0,0,0,5113.0,31392,49.0,294,4,0.62784,0.10226,0.009583414824955994,31386
130000,2,3,2,24,0,0,0,0,0,0,90141,91948,94067,96604,97706,121027,4200,4500,5000,3600,25000,5000,1,0,0,0,0,98582.16666666667,121027,7883.333333333333,47300,0,0.6933923076923076,0.758324358974359,0.07996713401511091,-30886
20000,2,1,2,25,-1,0,0,2,0,0,1828,2835,5270,5040,5304,5777,1200,2500,0,500,558,0,1,1,2,1,0,4342.333333333333,5777,793.0,4758,2,0.0914,0.21711666666666665,0.18262071083135029,-3949
130000,2,2,2,25,2,-1,-1,-1,-1,-1,836,668,1017,1298,550,-286,668,1200,1300,964,1698,60549,1,1,2,1,1,680.5,1298,11063.166666666666,66379,0,0.00643076923076923,0.0052346153846153844,16.2574087680627,1122
50000,2,3,2,25,0,0,2,2,2,0,41641,44434,45916,46566,45516,46484,3500,2500,1700,0,1700,3900,1,3,2,1,0,45092.833333333336,46566,2216.6666666666665,13300,1,0.83282,0.9018566666666668,0.049157848438591494,-4843
50000,2,2,2,25,2,2,2,2,2,2,33586,34636,35683,36200,36808,37671,1900,1900,1400,1500,1600,1500,1,6,2,1,1,35764.0,37671,1633.3333333333333,9800,0,0.67172,0.71528,0.04566976102598516,-4085
130000,2,2,2,26,0,0,0,0,0,0,187600,185945,183828,164667,132746,57989,6074,6037,4646,4230,1941,2151,0,0,0,0,0,152129.16666666666,187600,4179.833333333333,25079,0,1.4430769230769231,1.1702243589743588,0.027475555312097725,129611
80000,2,2,1,26,0,0,2,4,3,2,32183,34454,39559,38640,37721,39965,2820,6000,0,0,3000,0,1,4,4,1,0,37087.0,39965,1970.0,11820,3,0.4022875,0.4635875,0.05311834335481436,-7782
230000,2,2,1,28,-1,-1,0,0,0,0,1736,67982,72938,54105,18744,5148,68000,7064,4106,5075,1000,4080,0,0,0,0,0,36775.5,72938,14887.5,89325,0,0.0075478260869565215,0.15989347826086955,0.40482114451197126,-3412
500000,2,1,2,28,0,-1,-1,-1,-1,0,6618,8984,9558,7426,11130,15382,8984,9570,7432,11130,10000,22212,0,0,0,0,0,9849.666666666666,15382,11554.666666666666,69328,0,0.013236,0.019699333333333333,1.1731023046465194,-8764
160000,2,1,2,27,0,0,0,0,0,0,124573,122730,125319,125283,124170,125140,5800,5900,5900,4300,4600,4400,0,0,0,0,0,124535.83333333333,125319,5150.0,30900,0,0.77858125,0.7783489583333333,0.04135355955113321,-567
150000,2,2,1,27,-2,-2,-2,-2,-2,-2,5560,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,926.6666666666666,5560,0.0,0,6,0.037066666666666664,0.006177777777777778,0.0,5560
60000,2,2,2,27,0,0,2,0,0,0,45373,49363,48308,51616,56416,21680,4747,0,5000,5000,0,23999,0,1,2,1,0,45459.333333333336,56416,6457.666666666667,38746,2,0.7562166666666666,0.7576555555555556,0.14205370367654607,23693
50000,2,1,2,27,1,2,2,2,2,2,19096,18492,21186,22538,22274,22767,0,3000,2000,400,1000,0,0,6,2,1,1,21058.833333333332,22767,1066.6666666666667,6400,2,0.38192,0.42117666666666664,0.050651745506636175,-3671
10000,2,1,1,27,0,-1,-1,0,0,-1,6031,836,2032,2150,1490,390,836,2032,1000,1000,390,1632,0,0,0,0,0,2154.8333333333335,6031,1148.3333333333333,6890,0,0.6031,0.21548333333333336,0.5329105112537705,5641
140000,2,1,2,28,0,0,0,0,0,0,9598,10631,11349,12661,12606,12869,1500,1195,1507,452,467,470,0,0,0,0,0,11619.0,12869,931.8333333333334,5591,0,0.06855714285714286,0.08299285714285715,0.08019909917663598,-3271
180000,2,1,2,30,0,0,0,0,0,-1,112106,105872,107685,106060,2958,1079,3800,6000,3000,100,1100,800,0,0,0,0,0,72626.66666666667,112106,2466.6666666666665,14800,0,0.6228111111111111,0.4034814814814815,0.033963649715439685,111027
260000,2,1,2,28,0,0,0,0,0,0,85666,92286,93742,93369,82476,73789,10005,4026,3481,141,20074,60308,0,0,0,0,0,86888.0,93742,16339.166666666666,98035,0,0.3294846153846154,0.33418461538461536,0.18804859896264922,11877
90000,2,2,1,27,3,2,2,2,0,0,81701,85753,87510,85188,87112,169533,6000,4000,0,4200,3285,7787,1,4,3,1,1,99466.16666666667,169533,4212.0,25272,1,0.9077888888888889,1.1051796296296297,0.042346057369591336,-87832
20000,2,2,1,29,2,2,2,0,0,0,18985,20271,19658,20086,19630,19627,3100,0,1600,400,393,270,1,3,2,1,1,19709.5,20271,960.5,5763,1,0.94925,0.985475,0.04873284456734062,-642
30000,2,3,1,26,3,2,2,2,2,2,8893,8601,10862,11485,11006,12270,0,2405,1100,0,1600,0,1,6,3,1,1,10519.5,12270,850.8333333333334,5105,3,0.2964333333333333,0.35065,0.08088153746217343,-3377
420000,2,2,2,26,-2,-2,-2,-2,-2,-2,62364,30165,106030,33694,49354,44744,30336,107382,33850,49587,47222,57258,0,0,0,0,0,54391.833333333336,106030,54272.5,325635,0,0.14848571428571428,0.12950436507936508,0.9978060431866304,17620
230000,2,2,2,27,-2,-2,-2,-2,-2,-2,326,326,326,326,326,326,326,326,326,326,326,326,0,0,0,0,0,326.0,326,326.0,1956,0,0.001417391304347826,0.001417391304347826,1.0,0
90000,2,2,1,28,0,0,0,0,0,0,59694,55282,60630,58919,47850,48034,2852,15678,7763,1686,1735,1518,0,0,0,0,0,55068.166666666664,60630,5205.333333333333,31232,0,0.6632666666666667,0.6118685185185185,0.09452527019542446,11660
210000,2,2,1,27,2,2,2,0,0,0,170646,174134,167095,161573,122362,116243,7800,16,6800,3800,5134,4000,1,3,2,1,1,152008.83333333334,174134,4591.666666666667,27550,0,0.8126,0.7238515873015874,0.030206577907204955,54403
230000,2,2,2,27,0,0,0,0,0,0,73521,75691,77867,80957,83695,86184,4000,4000,5000,5000,4000,8000,0,0,0,0,0,79652.5,86184,5000.0,30000,0,0.31965652173913045,0.34631521739130433,0.06277266878001318,-12663
100000,2,2,2,30,0,0,0,0,0,0,85841,74564,78351,79030,56016,36210,4000,5000,3006,2023,3000,1500,0,0,0,0,0,68335.33333333333,85841,3088.1666666666665,18529,0,0.85841,0.6833533333333333,0.04519136025287065,49631
20000,2,3,1,30,0,0,0,-2,-1,0,12304,17000,0,0,700,700,5170,0,0,700,0,0,0,0,0,0,0,5117.333333333333,17000,978.3333333333334,5870,4,0.6152,0.25586666666666663,0.19118030224075042,11604
20000,2,3,2,27,0,0,0,0,0,0,20288,20293,20196,19777,20130,19350,1500,1400,2000,3000,1000,1000,0,0,0,0,0,20005.666666666668,20293,1650.0,9900,0,1.0144,1.0002833333333334,0.0824766316210407,938
150000,2,3,2,28,-1,0,0,0,0,0,35199,36206,36343,45180,45694,45694,1588,1971,20000,914,0,1746,0,0,0,0,0,40719.333333333336,45694,4369.833333333333,26219,1,0.23466,0.2714622222222222,0.10731593510044367,-10495
180000,2,1,2,29,-1,0,0,0,2,0,10265,11288,13093,14874,14339,19068,1200,2000,2000,0,5000,5000,0,1,2,1,0,13821.166666666666,19068,2533.3333333333335,15200,1,0.057027777777777774,0.07678425925925926,0.18329374027759357,-8803
20000,2,1,2,26,0,0,0,0,0,0,17921,18362,19669,16479,16694,17334,1333,1640,1506,721,1000,1000,0,0,0,0,0,17743.166666666668,19669,1200.0,7200,0,0.89605,0.8871583333333334,0.06763167040832621,587
280000,2,1,2,27,0,0,2,2,-2,-1,18641,21870,2173,-9,-9,3617,6630,10,0,0,3626,2511,0,2,2,1,0,7713.833333333333,21870,2129.5,12777,2,0.066575,0.02754940476190476,0.27606248514573384,15024
50000,2,3,2,26,0,0,0,0,0,0,46879,48368,49284,7002,6991,7137,2569,2485,1203,192,199,163,0,0,0,0,0,27610.166666666668,49284,1135.1666666666667,6811,0,0.93758,0.5522033333333334,0.041114082373038915,39742
50000,2,3,2,26,0,0,0,0,0,0,35988,26708,25230,26999,27748,28351,1700,2000,3000,1500,1200,1136,0,0,0,0,0,28504.0,35988,1756.0,10536,0,0.71976,0.57008,0.061605388717373,7637
100000,2,2,2,26,0,0,0,0,2,0,6631,7643,8975,11032,10561,10779,1130,1462,2519,0,537,538,0,1,2,1,0,9270.166666666666,11032,1031.0,6186,1,0.06631,0.09270166666666665,0.11121698639003255,-4148
10000,2,2,2,27,1,2,0,0,0,0,5150,4922,5941,6984,7120,7267,0,1257,1300,400,410,420,0,2,2,1,1,6230.666666666667,7267,631.1666666666666,3787,1,0.515,0.6230666666666667,0.1013000213995292,-2117
90000,2,1,2,27,0,0,0,0,0,0,85822,83206,74030,70198,71330,65479,3327,3471,3199,2964,2718,2087,0,0,0,0,0,75010.83333333333,85822,2961.0,17766,0,0.9535777777777777,0.8334537037037036,0.03947429815693289,20343
120000,2,1,2,29,-1,-1,-1,-1,-1,-1,1914,573,214,4479,980,690,573,219,4484,980,690,0,0,0,0,0,0,1475.0,4479,1157.6666666666667,6946,1,0.01595,0.012291666666666666,0.7848587570621469,1224
250000,2,2,2,29,2,2,2,0,0,0,252354,258503,252087,246649,177663,125960,11783,0,8065,5404,5000,5000,1,3,2,1,1,218869.33333333334,258503,5875.333333333333,35252,1,1.009416,0.8754773333333333,0.026844022613187773,126394
180000,2,1,2,29,-1,-1,-1,-1,-1,-1,9418,-897,2331,3596,3125,2702,0,5028,6411,3155,2702,10909,0,0,0,0,0,3379.1666666666665,9418,4700.833333333333,28205,1,0.05232222222222222,0.018773148148148146,1.3911220715166461,6716
350000,2,2,2,29,0,0,0,0,0,0,209234,205458,200654,196308,192735,190735,7280,7360,8568,6600,6711,6883,0,0,0,0,0,199187.33333333334,209234,7233.666666666667,43402,0,0.5978114285714285,0.5691066666666666,0.036315896927850165,18499
250000,2,2,2,31,-2,-2,-2,-2,-1,2,1242,0,0,0,3394,3244,0,0,0,3394,0,37895,0,1,2,1,0,1313.3333333333333,3394,6881.5,41289,4,0.004968,0.005253333333333333,5.239720812182742,-2002
140000,2,2,1,29,0,0,0,0,0,0,100064,95224,104440,88467,71519,63150,6029,30000,7981,3000,3000,3000,0,0,0,0,0,87144.0,104440,8835.0,53010,0,0.7147428571428571,0.6224571428571428,0.10138391627650785,36914
50000,2,1,2,28,-1,-1,-1,-1,0,0,390,390,390,39685,40109,41303,390,780,39685,1337,5000,4696,1,0,0,0,0,20377.833333333332,41303,8648.0,51888,0,0.0078,0.4075566666666666,0.4243827034277442,-40913
150000,2,1,2,28,2,2,2,0,0,0,145096,147384,143225,147115,145015,110635,5000,0,6000,0,3000,23747,1,3,2,1,1,139745.0,147384,6291.166666666667,37747,2,0.9673066666666666,0.9316333333333333,0.04501890347895572,34461
160000,2,1,2,28,0,-1,-1,-2,-2,-2,4122,1770,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,982.0,4122,333.3333333333333,2000,5,0.0257625,0.0061375,0.3394433129667345,4122
130000,2,3,1,28,0,0,0,0,0,0,29974,28037,37414,42816,43089,37101,5026,15430,12015,8020,1060,5017,0,0,0,0,0,36405.166666666664,43089,7761.333333333333,46568,0,0.23056923076923078,0.2800397435897436,0.21319318228639708,-7127
340000,2,2,1,26,0,0,0,0,0,0,95878,97594,99835,102801,106263,98797,4500,5000,6000,7000,6000,30000,0,0,0,0,0,100194.66666666667,106263,9750.0,58500,0,0.28199411764705884,0.2946901960784314,0.09731056875948153,-2919
260000,2,2,2,26,0,0,0,0,0,0,16150,17880,22248,26842,35997,55272,2000,5000,5000,10000,20000,15000,0,0,0,0,0,29064.833333333332,55272,9500.0,57000,0,0.062115384615384614,0.1117878205128205,0.326855478269845,-39122
110000,2,1,2,26,0,0,0,0,0,0,38920,28276,25171,26200,26567,26990,1700,1800,1750,1100,1000,1000,0,0,0,0,0,28687.333333333332,38920,1391.6666666666667,8350,0,0.3538181818181818,0.26079393939393936,0.048511538193395466,11930
400000,2,1,2,29,0,0,0,0,0,0,7191,8856,6181,7859,4899,1466,2000,1500,2000,1000,500,1000,0,0,0,0,0,6075.333333333333,8856,1333.3333333333333,8000,0,0.0179775,0.015188333333333333,0.21946669592889279,5725
70000,2,1,2,29,0,0,0,2,2,2,40048,40783,44205,44784,43763,46646,1700,4100,1600,0,3600,2000,0,3,2,1,0,43371.5,46646,2166.6666666666665,13000,1,0.5721142857142857,0.6195928571428572,0.04995600029205046,-6598
20000,2,3,1,31,-1,5,4,3,2,0,14320,13815,13403,12888,12019,11500,0,86,0,0,435,480,1,4,5,1,0,12990.833333333334,14320,166.83333333333334,1001,3,0.716,0.6495416666666667,0.012842388863942523,2820
60000,2,2,1,28,2,2,0,0,2,0,17942,17361,18081,20108,19487,35160,0,1304,2331,0,16000,2000,1,3,2,1,1,21356.5,35160,3605.8333333333335,21635,2,0.2990333333333333,0.35594166666666666,0.16884008771724457,-17218
80000,2,1,2,29,2,2,2,2,2,0,54313,57988,59271,60013,58453,60155,4600,2800,2300,0,2800,6300,0,5,2,1,1,58365.5,60155,3133.3333333333335,18800,1,0.6789125,0.72956875,0.053684682446536625,-5842
150000,2,2,1,31,2,0,0,0,0,0,101425,104014,108229,109374,111279,125353,3872,5500,4005,3241,15500,4000,0,1,2,1,1,109945.66666666667,125353,6019.666666666667,36118,0,0.6761666666666667,0.7329711111111111,0.054751286241385894,-23928
200000,2,4,2,29,-1,-1,-1,0,-1,0,9383,37303,21244,7422,27761,21715,37465,21321,1200,27761,5548,30966,0,0,0,0,0,20804.666666666668,37303,20710.166666666668,124261,0,0.046915,0.10402333333333334,0.9954577498638126,-12332
110000,2,1,2,29,-1,-1,-1,-1,-1,-1,316,31895,316,316,316,31775,31895,316,316,316,31775,1152,1,0,0,0,0,10822.333333333334,31895,10961.666666666666,65770,0,0.002872727272727273,0.09838484848484849,1.0128746111436226,-31459
450000,2,2,2,29,0,0,0,0,0,0,371724,359672,56033,31126,18345,12836,10000,1500,2109,5000,1000,3020,0,0,0,0,0,141622.66666666666,371724,3771.5,22629,0,0.8260533333333333,0.314717037037037,0.026630624099720387,358888
160000,2,2,2,29,0,0,0,-1,-1,0,21898,23075,24010,400,16903,17248,5004,8004,400,16903,345,352,0,0,0,0,0,17255.666666666668,24010,5168.0,31008,0,0.1368625,0.10784791666666667,0.2994958177989839,4650
150000,2,2,2,28,0,0,0,0,2,2,49278,50156,51849,54659,55681,53878,2000,2500,4300,2500,0,2800,0,2,2,1,0,52583.5,55681,2350.0,14100,1,0.32852,0.3505566666666667,0.04469082506870026,-4600
30000,2,1,1,28,0,0,0,0,0,0,30497,30665,30945,31070,30969,30620,1800,1900,1776,1500,1100,2504,0,0,0,0,0,30794.333333333332,31070,1763.3333333333333,10580,0,1.0165666666666666,1.0264777777777778,0.05726161739714017,-123
160000,2,2,2,29,-1,-1,-1,-1,-1,-1,1194,2108,1086,1874,2920,0,2108,1086,1874,2920,0,1222,0,0,0,0,0,1530.3333333333333,2920,1535.0,9210,1,0.0074625,0.009564583333333333,1.0030494445654543,1194
140000,2,1,2,29,0,0,0,0,0,0,51822,52960,57088,62868,65284,69663,2000,5000,6500,3000,5000,5000,0,0,0,0,0,59947.5,69663,4416.666666666667,26500,0,0.37015714285714285,0.4281964285714286,0.07367557724119717,-17841
50000,2,1,2,28,-1,-1,-1,-1,-1,-1,5953,1044,2450,248,198,0,1044,2450,248,198,0,2890,0,0,0,0,0,1648.8333333333333,5953,1138.3333333333333,6830,1,0.11906,0.03297666666666667,0.6903871424239361,5953
390000,2,1,2,27,2,2,0,0,0,2,393415,379486,375899,374302,395430,384825,0,16000,15000,29000,0,12000,1,3,2,1,1,383892.8333333333,395430,12000.0,72000,2,1.0087564102564102,0.9843405982905983,0.0312587236802632,8590
300000,2,2,1,28,-1,-1,-1,-1,-2,-2,16666,1000,16666,0,0,0,1000,16666,0,0,0,0,0,0,0,0,0,5722.0,16666,2944.3333333333335,17666,4,0.055553333333333337,0.019073333333333334,0.5145636723756263,16666
50000,2,2,2,29,2,2,2,2,2,0,43629,46376,45354,49086,48027,49037,3790,0,4500,0,1751,1736,1,5,2,1,1,46918.166666666664,49086,1962.8333333333333,11777,2,0.87258,0.9383633333333333,0.041835252158900785,-5408
70000,1,2,2,29,-2,-2,-2,-2,-2,-2,-8187,-17810,-595,7462,9390,5183,0,100104,10000,15000,10000,20000,0,0,0,0,0,-759.5,9390,25850.666666666668,155104,1,-0.11695714285714286,-0.01085,-34.03642747421549,-13370
170000,2,2,2,28,0,0,0,2,0,0,44996,46045,48989,47900,51088,54256,2100,4000,0,4000,4000,4000,0,1,2,1,0,48879.0,54256,3016.6666666666665,18100,1,0.2646823529411765,0.28752352941176473,0.06171702912634601,-9260
160000,2,3,1,45,-1,-1,-2,-2,-1,0,227,-385,-379,-1464,2110,1462,280,6,75,3574,5,246,0,0,0,0,0,261.8333333333333,2110,697.6666666666666,4186,0,0.00141875,0.0016364583333333333,2.664544875875239,-1235
